dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,40.000000,70.031053,52.283296,32.320973,9.991027,0.000000,1.570796
0.010000,40.000000,70.354763,52.607005,32.420884,9.991027,-0.000000,1.570796
0.010000,40.000000,70.679471,52.931714,32.520794,9.991027,0.000000,1.570796
0.010000,40.000000,71.005179,53.257421,32.620704,9.991027,-0.000000,1.570796
0.010000,40.000000,71.331885,53.584128,32.720615,9.991027,0.000000,1.570796
0.010000,40.000000,71.659591,53.911833,32.820525,9.991027,-0.000000,1.570796
0.010000,40.000000,71.988296,54.240538,32.920435,9.991027,-0.000000,1.570796
0.010000,40.000000,72.318000,54.570242,33.020345,9.991027,0.000000,1.570796
0.010000,40.000000,72.648703,54.900945,33.120256,9.991027,0.000000,1.570796
0.010000,40.000000,72.980405,55.232647,33.220166,9.991027,-0.000000,1.570796
0.010000,40.000000,73.313106,55.565348,33.320076,9.991027,0.000000,1.570796
0.010000,40.000000,73.646806,55.899049,33.419987,9.991027,0.000000,1.570796
0.010000,40.000000,73.981506,56.233748,33.519897,9.991027,0.000000,1.570796
0.010000,40.000000,74.317204,56.569447,33.619807,9.991027,0.000000,1.570796
0.010000,40.000000,74.653902,56.906144,33.719717,9.991027,-0.000000,1.570796
0.010000,40.000000,74.991599,57.243841,33.819628,9.991027,0.000000,1.570796
0.010000,40.000000,75.330294,57.582537,33.919538,9.991027,0.000000,1.570796
0.010000,40.000000,75.669989,57.922232,34.019448,9.991027,-0.000000,1.570796
0.010000,40.000000,76.010683,58.262926,34.119358,9.991027,0.000000,1.570796
0.010000,40.000000,76.352376,58.604619,34.219269,9.991027,-0.000000,1.570796
0.010000,40.000000,76.695069,58.947311,34.319179,9.991027,0.000000,1.570796
0.010000,40.000000,77.038760,59.291003,34.419089,9.991027,0.000000,1.570796
0.010000,40.000000,77.383450,59.635693,34.519000,9.991027,-0.000000,1.570796
0.010000,40.000000,77.729140,59.981382,34.618910,9.991027,0.000000,1.570796
0.010000,40.000000,78.075829,60.328071,34.718820,9.991027,-0.000000,1.570796
0.010000,40.000000,78.423516,60.675759,34.818730,9.991027,0.000000,1.570796
0.010000,40.000000,78.772203,61.024446,34.918641,9.991027,0.000000,1.570796
0.010000,40.000000,79.121889,61.374132,35.018551,9.991027,0.000000,1.570796
0.010000,40.000000,79.472574,61.724817,35.118461,9.991027,-0.000000,1.570796
0.010000,40.000000,79.824258,62.076501,35.218371,9.991027,0.000000,1.570796
0.010000,40.000000,80.176942,62.429184,35.318282,9.991027,0.000000,1.570796
0.010000,40.000000,80.530624,62.782867,35.418192,9.991027,0.000000,1.570796
0.010000,40.000000,80.885306,63.137548,35.518102,9.991027,0.000000,1.570796
0.010000,40.000000,81.240986,63.493229,35.618013,9.991027,-0.000000,1.570796
0.010000,40.000000,81.597666,63.849908,35.717923,9.991027,0.000000,1.570796
0.010000,40.000000,81.955345,64.207587,35.817833,9.991027,0.000000,1.570796
0.010000,40.000000,82.314022,64.566265,35.917743,9.991027,-0.000000,1.570796
0.010000,40.000000,82.673699,64.925942,36.017654,9.991027,0.000000,1.570796
0.010000,40.000000,83.034376,65.286618,36.117564,9.991027,0.000000,1.570796
0.010000,40.000000,83.396051,65.648293,36.217474,9.991027,0.000000,1.570796
0.010000,40.000000,83.758725,66.010968,36.317384,9.991027,0.000000,1.570796
0.010000,40.000000,84.122398,66.374641,36.417295,9.991027,-0.000000,1.570796
0.010000,40.000000,84.487071,66.739313,36.517205,9.991027,0.000000,1.570796
0.010000,40.000000,84.852743,67.104985,36.617115,9.991027,-0.000000,1.570796
0.010000,40.000000,85.219413,67.471656,36.717026,9.991027,0.000000,1.570796
0.010000,40.000000,85.587083,67.839326,36.816936,9.991027,0.000000,1.570796
0.010000,40.000000,85.955752,68.207994,36.916846,9.991027,0.000000,1.570796
0.010000,40.000000,86.325420,68.577662,37.016756,9.991027,-0.000000,1.570796
0.010000,40.000000,86.696087,68.948330,37.116667,9.991027,0.000000,1.570796
0.010000,40.000000,87.067753,69.319996,37.216577,9.991027,0.000000,1.570796
0.010000,40.000000,87.440419,69.692661,37.316487,9.991027,0.000000,1.570796
0.010000,40.000000,87.814083,70.066326,37.416397,9.991027,-0.000000,1.570796
0.010000,40.000000,88.188747,70.440989,37.516308,9.991027,0.000000,1.570796
0.010000,40.000000,88.564409,70.816652,37.616218,9.991027,0.000000,1.570796
0.010000,40.000000,88.941071,71.193313,37.716128,9.991027,-0.000000,1.570796
0.010000,40.000000,89.318732,71.570974,37.816039,9.991027,0.000000,1.570796
0.010000,40.000000,89.697392,71.949634,37.915949,9.991027,0.000000,1.570796
0.010000,40.000000,90.077051,72.329293,38.015859,9.991027,-0.000000,1.570796
0.010000,40.000000,90.457709,72.709951,38.115769,9.991027,0.000000,1.570796
0.010000,40.000000,90.839366,73.091609,38.215680,9.991027,0.000000,1.570796
0.010000,40.000000,91.222022,73.474265,38.315590,9.991027,-0.000000,1.570796
0.010000,40.000000,91.605678,73.857920,38.415500,9.991027,0.000000,1.570796
0.010000,40.000000,91.990332,74.242575,38.515410,9.991027,0.000000,1.570796
0.010000,40.000000,92.375986,74.628229,38.615321,9.991027,-0.000000,1.570796
0.010000,40.000000,92.762639,75.014881,38.715231,9.991027,0.000000,1.570796
0.010000,40.000000,93.150291,75.402533,38.815141,9.991027,0.000000,1.570796
0.010000,40.000000,93.538942,75.791184,38.915052,9.991027,0.000000,1.570796
0.010000,40.000000,93.928592,76.180834,39.014962,9.991027,-0.000000,1.570796
0.010000,40.000000,94.319241,76.571483,39.114872,9.991027,0.000000,1.570796
0.010000,40.000000,94.710889,76.963132,39.214782,9.991027,0.000000,1.570796
0.010000,40.000000,95.103537,77.355779,39.314693,9.991027,0.000000,1.570796
0.010000,40.000000,95.497183,77.749426,39.414603,9.991027,-0.000000,1.570796
0.010000,40.000000,95.891829,78.144071,39.514513,9.991027,0.000000,1.570796
0.010000,40.000000,96.287473,78.539716,39.614423,9.991027,0.000000,1.570796
0.010000,40.000000,96.684117,78.936360,39.714334,9.991027,-0.000000,1.570796
0.010000,40.000000,97.081760,79.334002,39.814244,9.991027,0.000000,1.570796
0.010000,40.000000,97.480402,79.732644,39.914154,9.991027,0.000000,1.570796
0.010000,40.000000,97.880043,80.132286,40.014065,9.991027,0.000000,1.570796
0.010000,40.000000,98.280683,80.532926,40.113975,9.991027,-0.000000,1.570796
0.010000,40.000000,98.682323,80.934565,40.213885,9.991027,0.000000,1.570796
0.010000,40.000000,99.084961,81.337203,40.313795,9.991027,0.000000,1.570796
0.010000,40.000000,99.488598,81.740841,40.413706,9.991027,-0.000000,1.570796
0.010000,40.000000,99.893235,82.145478,40.513616,9.991027,0.000000,1.570796
0.010000,40.000000,100.298871,82.551113,40.613526,9.991027,0.000000,1.570796
0.010000,40.000000,100.705506,82.957748,40.713436,9.991027,0.000000,1.570796
0.010000,40.000000,101.113140,83.365382,40.813347,9.991027,-0.000000,1.570796
0.010000,40.000000,101.521773,83.774015,40.913257,9.991027,0.000000,1.570796
0.010000,40.000000,101.931405,84.183647,41.013167,9.991027,-0.000000,1.570796
0.010000,40.000000,102.342036,84.594278,41.113078,9.991027,0.000000,1.570796
0.010000,40.000000,102.753666,85.005909,41.212988,9.991027,-0.000000,1.570796
0.010000,40.000000,103.166296,85.418538,41.312898,9.991027,0.000000,1.570796
0.010000,40.000000,103.579924,85.832167,41.412808,9.991027,0.000000,1.570796
0.010000,40.000000,103.994552,86.246794,41.512719,9.991027,-0.000000,1.570796
0.010000,40.000000,104.410179,86.662421,41.612629,9.991027,0.000000,1.570796
0.010000,40.000000,104.826804,87.079047,41.712539,9.991027,-0.000000,1.570796
0.010000,40.000000,105.244429,87.496672,41.812449,9.991027,0.000000,1.570796
0.010000,40.000000,105.663053,87.915296,41.912360,9.991027,0.000000,1.570796
0.010000,40.000000,106.082677,88.334919,42.012270,9.991027,-0.000000,1.570796
0.010000,40.000000,106.503299,88.755541,42.112180,9.991027,0.000000,1.570796
0.010000,40.000000,106.924920,89.177163,42.212091,9.991027,-0.000000,1.570796
0.010000,40.000000,107.347541,89.599783,42.312001,9.991027,0.000000,1.570796
0.010000,40.000000,107.771160,90.023403,42.411911,9.991027,-0.000000,1.570796
0.010000,40.000000,108.195779,90.448021,42.511821,9.991027,0.000000,1.570796
0.010000,40.000000,108.621397,90.873639,42.611732,9.991027,0.000000,1.570796
0.010000,40.000000,109.048013,91.300256,42.711642,9.991027,0.000000,1.570796
0.010000,40.000000,109.475629,91.727872,42.811552,9.991027,-0.000000,1.570796
0.010000,40.000000,109.904244,92.156487,42.911462,9.991027,0.000000,1.570796
0.010000,40.000000,110.333859,92.586101,43.011373,9.991027,0.000000,1.570796
0.010000,40.000000,110.764472,93.016714,43.111283,9.991027,-0.000000,1.570796
0.010000,40.000000,111.196084,93.448327,43.211193,9.991027,0.000000,1.570796
0.010000,40.000000,111.628696,93.880938,43.311104,9.991027,0.000000,1.570796
0.010000,40.000000,112.062306,94.314549,43.411014,9.991027,-0.000000,1.570796
0.010000,40.000000,112.496916,94.749159,43.510924,9.991027,0.000000,1.570796
0.010000,40.000000,112.932525,95.184767,43.610834,9.991027,-0.000000,1.570796
0.010000,40.000000,113.369133,95.621375,43.710745,9.991027,0.000000,1.570796
0.010000,40.000000,113.806740,96.058982,43.810655,9.991027,0.000000,1.570796
0.010000,40.000000,114.245346,96.497588,43.910565,9.991027,-0.000000,1.570796
0.010000,40.000000,114.684951,96.937194,44.010475,9.991027,0.000000,1.570796
0.010000,40.000000,115.125555,97.377798,44.110386,9.991027,0.000000,1.570796
0.010000,40.000000,115.567159,97.819401,44.210296,9.991027,-0.000000,1.570796
0.010000,40.000000,116.009761,98.262004,44.310206,9.991027,0.000000,1.570796
0.010000,40.000000,116.453363,98.705605,44.410117,9.991027,0.000000,1.570796
0.010000,40.000000,116.897964,99.150206,44.510027,9.991027,-0.000000,1.570796
0.010000,40.000000,117.343563,99.595806,44.609937,9.991027,0.000000,1.570796
0.010000,40.000000,117.790162,100.042405,44.709847,9.991027,0.000000,1.570796
0.010000,40.000000,118.237760,100.490003,44.809758,9.991027,0.000000,1.570796
0.010000,40.000000,118.686358,100.938600,44.909668,9.991027,0.000000,1.570796
0.010000,40.000000,119.135954,101.388196,45.009578,9.991027,-0.000000,1.570796
0.010000,40.000000,119.586549,101.838792,45.109489,9.991027,0.000000,1.570796
0.010000,40.000000,120.038144,102.290386,45.209399,9.991027,0.000000,1.570796
0.010000,40.000000,120.490737,102.742980,45.309309,9.991027,0.000000,1.570796
0.010000,40.000000,120.944330,103.196572,45.409219,9.991027,0.000000,1.570796
0.010000,40.000000,121.398921,103.651164,45.509130,9.991027,-0.000000,1.570796
0.010000,40.000000,121.854512,104.106755,45.609040,9.991027,0.000000,1.570796
0.010000,40.000000,122.311102,104.563345,45.708950,9.991027,0.000000,1.570796
0.010000,40.000000,122.768691,105.020934,45.808860,9.991027,-0.000000,1.570796
0.010000,40.000000,123.227279,105.479522,45.908771,9.991027,0.000000,1.570796
0.010000,40.000000,123.686867,105.939109,46.008681,9.991027,-0.000000,1.570796
0.010000,40.000000,124.147453,106.399696,46.108591,9.991027,0.000000,1.570796
0.010000,40.000000,124.609039,106.861281,46.208502,9.991027,0.000000,1.570796
0.010000,40.000000,125.071623,107.323866,46.308412,9.991027,-0.000000,1.570796
0.010000,40.000000,125.535207,107.787449,46.408322,9.991027,0.000000,1.570796
0.010000,40.000000,125.999740,108.251982,46.498241,8.991925,-99.910274,1.570796
0.010000,40.000000,126.465122,108.717364,46.578170,7.992822,-99.910274,1.570796
0.010000,40.000000,126.931253,109.183496,46.648107,6.993719,-99.910274,1.570796
0.010000,40.000000,127.398034,109.650276,46.708053,5.994616,-99.910274,1.570796
0.010000,40.000000,127.865364,110.117607,46.758008,4.995514,-99.910274,1.570796
0.010000,40.000000,128.333144,110.585387,46.797972,3.996411,-99.910274,1.570796
0.010000,40.000000,128.801274,111.053516,46.827945,2.997308,-99.910274,1.570796
0.010000,40.000000,129.269653,111.521895,46.847927,1.998205,-99.910274,1.570796
0.010000,40.000000,129.738182,111.990425,46.857918,0.999103,-99.910274,1.570796
0.010000,40.000000,130.206740,112.458983,46.853714,-0.420439,-141.954223,1.570796
0.010000,40.000000,130.675207,112.927449,46.839518,-1.419542,-99.910274,1.570796
0.010000,40.000000,131.143481,113.395723,46.815332,-2.418645,-99.910274,1.570796
0.010000,40.000000,131.611463,113.863706,46.781155,-3.417748,-99.910274,1.570796
0.010000,40.000000,132.079054,114.331296,46.736986,-4.416850,-99.910274,1.570796
0.010000,40.000000,132.546153,114.798395,46.682827,-5.415953,-99.910274,1.570796
0.010000,40.000000,133.012661,115.264903,46.618676,-6.415056,-99.910274,1.570796
0.010000,40.000000,133.478477,115.730719,46.544534,-7.414159,-99.910274,1.570796
0.010000,40.000000,133.943501,116.195744,46.460402,-8.413261,-99.910274,1.570796
0.010000,40.000000,134.407635,116.659877,46.366278,-9.412364,-99.910274,1.570796
0.010000,40.000000,134.870798,117.123040,46.266368,-9.991027,-57.866324,1.570796
0.010000,40.000000,135.332962,117.585204,46.166458,-9.991027,0.000000,1.570796
0.010000,40.000000,135.794127,118.046370,46.066547,-9.991027,0.000000,1.570796
0.010000,40.000000,136.254293,118.506535,45.966637,-9.991027,0.000000,1.570796
0.010000,40.000000,136.713460,118.965702,45.866727,-9.991027,-0.000000,1.570796
0.010000,40.000000,137.171627,119.423870,45.766816,-9.991027,0.000000,1.570796
0.010000,40.000000,137.628796,119.881039,45.666906,-9.991027,0.000000,1.570796
0.010000,40.000000,138.084966,120.337208,45.566996,-9.991027,-0.000000,1.570796
0.010000,40.000000,138.540136,120.792379,45.467086,-9.991027,-0.000000,1.570796
0.010000,40.000000,138.994307,121.246550,45.367175,-9.991027,0.000000,1.570796
0.010000,40.000000,139.447480,121.699722,45.267265,-9.991027,0.000000,1.570796
0.010000,40.000000,139.899653,122.151895,45.167355,-9.991027,-0.000000,1.570796
0.010000,40.000000,140.350827,122.603069,45.067445,-9.991027,0.000000,1.570796
0.010000,40.000000,140.801002,123.053244,44.967534,-9.991027,0.000000,1.570796
0.010000,40.000000,141.250177,123.502420,44.867624,-9.991027,0.000000,1.570796
0.010000,40.000000,141.698354,123.950596,44.767714,-9.991027,-0.000000,1.570796
0.010000,40.000000,142.145532,124.397774,44.667803,-9.991027,0.000000,1.570796
0.010000,40.000000,142.591710,124.843953,44.567893,-9.991027,0.000000,1.570796
0.010000,40.000000,143.036889,125.289132,44.467983,-9.991027,-0.000000,1.570796
0.010000,40.000000,143.481070,125.733312,44.368073,-9.991027,0.000000,1.570796
0.010000,40.000000,143.924251,126.176493,44.268162,-9.991027,0.000000,1.570796
0.010000,40.000000,144.366433,126.618675,44.168252,-9.991027,-0.000000,1.570796
0.010000,40.000000,144.807616,127.059858,44.068342,-9.991027,-0.000000,1.570796
0.010000,40.000000,145.247800,127.500042,43.968432,-9.991027,0.000000,1.570796
0.010000,40.000000,145.686985,127.939227,43.868521,-9.991027,-0.000000,1.570796
0.010000,40.000000,146.125170,128.377413,43.768611,-9.991027,0.000000,1.570796
0.010000,40.000000,146.562357,128.814599,43.668701,-9.991027,0.000000,1.570796
0.010000,40.000000,146.998544,129.250787,43.568790,-9.991027,-0.000000,1.570796
0.010000,40.000000,147.433733,129.685975,43.468880,-9.991027,0.000000,1.570796
0.010000,40.000000,147.867922,130.120164,43.368970,-9.991027,0.000000,1.570796
0.010000,40.000000,148.301112,130.553354,43.269060,-9.991027,0.000000,1.570796
0.010000,40.000000,148.733303,130.985546,43.169149,-9.991027,-0.000000,1.570796
0.010000,40.000000,149.164495,131.416737,43.069239,-9.991027,0.000000,1.570796
0.010000,40.000000,149.594688,131.846930,42.969329,-9.991027,0.000000,1.570796
0.010000,40.000000,150.023882,132.276124,42.869419,-9.991027,-0.000000,1.570796
0.010000,40.000000,150.452076,132.704319,42.769508,-9.991027,0.000000,1.570796
0.010000,40.000000,150.879272,133.131514,42.669598,-9.991027,-0.000000,1.570796
0.010000,40.000000,151.305468,133.557711,42.569688,-9.991027,0.000000,1.570796
0.010000,40.000000,151.730665,133.982908,42.469777,-9.991027,-0.000000,1.570796
0.010000,40.000000,152.154864,134.407106,42.369867,-9.991027,0.000000,1.570796
0.010000,40.000000,152.578063,134.830305,42.269957,-9.991027,0.000000,1.570796
0.010000,40.000000,153.000263,135.252505,42.170047,-9.991027,0.000000,1.570796
0.010000,40.000000,153.421464,135.673706,42.070136,-9.991027,-0.000000,1.570796
0.010000,40.000000,153.841666,136.093908,41.970226,-9.991027,0.000000,1.570796
0.010000,40.000000,154.260868,136.513111,41.870316,-9.991027,0.000000,1.570796
0.010000,40.000000,154.679072,136.931314,41.770406,-9.991027,-0.000000,1.570796
0.010000,40.000000,155.096276,137.348519,41.670495,-9.991027,0.000000,1.570796
0.010000,40.000000,155.512482,137.764724,41.570585,-9.991027,0.000000,1.570796
0.010000,40.000000,155.927688,138.179931,41.470675,-9.991027,-0.000000,1.570796
0.010000,40.000000,156.341895,138.594138,41.370764,-9.991027,0.000000,1.570796
0.010000,40.000000,156.755103,139.007346,41.270854,-9.991027,-0.000000,1.570796
0.010000,40.000000,157.167312,139.419555,41.170944,-9.991027,0.000000,1.570796
0.010000,40.000000,157.578522,139.830765,41.071034,-9.991027,-0.000000,1.570796
0.010000,40.000000,157.988733,140.240976,40.971123,-9.991027,0.000000,1.570796
0.010000,40.000000,158.397945,140.650187,40.871213,-9.991027,0.000000,1.570796
0.010000,40.000000,158.806157,141.058400,40.771303,-9.991027,-0.000000,1.570796
0.010000,40.000000,159.213371,141.465613,40.671393,-9.991027,0.000000,1.570796
0.010000,40.000000,159.619585,141.871828,40.571482,-9.991027,0.000000,1.570796
0.010000,40.000000,160.024800,142.277043,40.471572,-9.991027,0.000000,1.570796
0.010000,40.000000,160.429017,142.681259,40.371662,-9.991027,-0.000000,1.570796
0.010000,40.000000,160.832234,143.084476,40.271751,-9.991027,0.000000,1.570796
0.010000,40.000000,161.234452,143.486694,40.171841,-9.991027,0.000000,1.570796
0.010000,40.000000,161.635670,143.887913,40.071931,-9.991027,-0.000000,1.570796
0.010000,40.000000,162.035890,144.288133,39.972021,-9.991027,0.000000,1.570796
0.010000,40.000000,162.435111,144.687353,39.872110,-9.991027,0.000000,1.570796
0.010000,40.000000,162.833332,145.085575,39.772200,-9.991027,0.000000,1.570796
0.010000,40.000000,163.230555,145.482797,39.672290,-9.991027,-0.000000,1.570796
0.010000,40.000000,163.626778,145.879021,39.572380,-9.991027,0.000000,1.570796
0.010000,40.000000,164.022002,146.274245,39.472469,-9.991027,0.000000,1.570796
0.010000,40.000000,164.416228,146.668470,39.372559,-9.991027,0.000000,1.570796
0.010000,40.000000,164.809454,147.061696,39.272649,-9.991027,-0.000000,1.570796
0.010000,40.000000,165.201681,147.453923,39.172738,-9.991027,0.000000,1.570796
0.010000,40.000000,165.592908,147.845151,39.072828,-9.991027,0.000000,1.570796
0.010000,40.000000,165.983137,148.235380,38.972918,-9.991027,-0.000000,1.570796
0.010000,40.000000,166.372367,148.624609,38.873008,-9.991027,0.000000,1.570796
0.010000,40.000000,166.760597,149.012840,38.773097,-9.991027,0.000000,1.570796
0.010000,40.000000,167.147829,149.400071,38.673187,-9.991027,-0.000000,1.570796
0.010000,40.000000,167.534061,149.786304,38.573277,-9.991027,0.000000,1.570796
0.010000,40.000000,167.919294,150.171537,38.473367,-9.991027,0.000000,1.570796
0.010000,40.000000,168.303528,150.555771,38.373456,-9.991027,0.000000,1.570796
0.010000,40.000000,168.686763,150.939006,38.273546,-9.991027,0.000000,1.570796
0.010000,40.000000,169.068999,151.321242,38.173636,-9.991027,0.000000,1.570796
0.010000,40.000000,169.450236,151.702479,38.073725,-9.991027,-0.000000,1.570796
0.010000,40.000000,169.830474,152.082716,37.973815,-9.991027,0.000000,1.570796
0.010000,40.000000,170.209712,152.461955,37.873905,-9.991027,-0.000000,1.570796
0.010000,40.000000,170.587952,152.840194,37.773995,-9.991027,0.000000,1.570796
0.010000,40.000000,170.965192,153.217435,37.674084,-9.991027,0.000000,1.570796
0.010000,40.000000,171.341434,153.593676,37.574174,-9.991027,-0.000000,1.570796
0.010000,40.000000,171.716676,153.968918,37.474264,-9.991027,0.000000,1.570796
0.010000,40.000000,172.090919,154.343161,37.374353,-9.991027,0.000000,1.570796
0.010000,40.000000,172.464163,154.716405,37.274443,-9.991027,0.000000,1.570796
0.010000,40.000000,172.836408,155.088650,37.174533,-9.991027,0.000000,1.570796
0.010000,40.000000,173.207654,155.459896,37.074623,-9.991027,-0.000000,1.570796
0.010000,40.000000,173.577900,155.830143,36.974712,-9.991027,0.000000,1.570796
0.010000,40.000000,173.947148,156.199390,36.874802,-9.991027,0.000000,1.570796
0.010000,40.000000,174.315396,156.567639,36.774892,-9.991027,0.000000,1.570796
0.010000,40.000000,174.682646,156.934888,36.674982,-9.991027,0.000000,1.570796
0.010000,40.000000,175.048896,157.301138,36.575071,-9.991027,-0.000000,1.570796
0.010000,40.000000,175.414147,157.666390,36.475161,-9.991027,0.000000,1.570796
0.010000,40.000000,175.778399,158.030642,36.375251,-9.991027,0.000000,1.570796
0.010000,40.000000,176.141652,158.393895,36.275340,-9.991027,-0.000000,1.570796
0.010000,40.000000,176.503906,158.756148,36.175430,-9.991027,-0.000000,1.570796
0.010000,40.000000,176.865161,159.117403,36.075520,-9.991027,0.000000,1.570796
0.010000,40.000000,177.225416,159.477659,35.975610,-9.991027,-0.000000,1.570796
0.010000,40.000000,177.584673,159.836915,35.875699,-9.991027,0.000000,1.570796
0.010000,40.000000,177.942930,160.195173,35.775789,-9.991027,-0.000000,1.570796
0.010000,40.000000,178.300189,160.552431,35.675879,-9.991027,0.000000,1.570796
0.010000,40.000000,178.656448,160.908690,35.575969,-9.991027,0.000000,1.570796
0.010000,40.000000,179.011708,161.263950,35.476058,-9.991027,0.000000,1.570796
0.010000,40.000000,179.365969,161.618212,35.376148,-9.991027,0.000000,1.570796
0.010000,40.000000,179.719231,161.971473,35.276238,-9.991027,0.000000,1.570796
0.010000,40.000000,180.071494,162.323736,35.176327,-9.991027,-0.000000,1.570796
0.010000,40.000000,180.422757,162.675000,35.076417,-9.991027,0.000000,1.570796
0.010000,40.000000,180.773022,163.025265,34.976507,-9.991027,0.000000,1.570796
0.010000,40.000000,181.122288,163.374530,34.876597,-9.991027,-0.000000,1.570796
0.010000,40.000000,181.470554,163.722797,34.776686,-9.991027,0.000000,1.570796
0.010000,40.000000,181.817821,164.070064,34.676776,-9.991027,-0.000000,1.570796
0.010000,40.000000,182.164090,164.416332,34.576866,-9.991027,0.000000,1.570796
0.010000,40.000000,182.509359,164.761601,34.476956,-9.991027,0.000000,1.570796
0.010000,40.000000,182.853629,165.105871,34.377045,-9.991027,-0.000000,1.570796
0.010000,40.000000,183.196900,165.449142,34.277135,-9.991027,0.000000,1.570796
0.010000,40.000000,183.539171,165.791414,34.177225,-9.991027,0.000000,1.570796
0.010000,40.000000,183.880444,166.132687,34.077314,-9.991027,0.000000,1.570796
0.010000,40.000000,184.220718,166.472960,33.977404,-9.991027,0.000000,1.570796
0.010000,40.000000,184.559992,166.812235,33.877494,-9.991027,-0.000000,1.570796
0.010000,40.000000,184.898268,167.150510,33.777584,-9.991027,0.000000,1.570796
0.010000,40.000000,185.235544,167.487786,33.677673,-9.991027,0.000000,1.570796
0.010000,40.000000,185.571821,167.824064,33.577763,-9.991027,-0.000000,1.570796
0.010000,40.000000,185.907099,168.159342,33.477853,-9.991027,0.000000,1.570796
0.010000,40.000000,186.241378,168.493621,33.377943,-9.991027,0.000000,1.570796
0.010000,40.000000,186.574658,168.826900,33.278032,-9.991027,-0.000000,1.570796
0.010000,40.000000,186.906939,169.159181,33.178122,-9.991027,0.000000,1.570796
0.010000,40.000000,187.238220,169.490463,33.078212,-9.991027,0.000000,1.570796
0.010000,40.000000,187.568503,169.820745,32.978301,-9.991027,-0.000000,1.570796
0.010000,40.000000,187.897786,170.150029,32.878391,-9.991027,0.000000,1.570796
0.010000,40.000000,188.226071,170.478313,32.778481,-9.991027,0.000000,1.570796
0.010000,40.000000,188.553356,170.805599,32.678571,-9.991027,0.000000,1.570796
0.010000,40.000000,188.879642,171.131885,32.578660,-9.991027,0.000000,1.570796
0.010000,40.000000,189.204929,171.457172,32.478750,-9.991027,-0.000000,1.570796
0.010000,40.000000,189.529217,171.781460,32.378840,-9.991027,0.000000,1.570796
0.010000,40.000000,189.852506,172.104749,32.278930,-9.991027,0.000000,1.570796
0.010000,40.000000,190.174796,172.427038,32.179019,-9.991027,-0.000000,1.570796
0.010000,40.000000,190.496086,172.748329,32.079109,-9.991027,0.000000,1.570796
0.010000,40.000000,190.816378,173.068620,31.979199,-9.991027,0.000000,1.570796
0.010000,40.000000,191.135670,173.387913,31.879288,-9.991027,0.000000,1.570796
0.010000,40.000000,191.453964,173.706206,31.779378,-9.991027,0.000000,1.570796
0.010000,40.000000,191.771258,174.023500,31.679468,-9.991027,-0.000000,1.570796
0.010000,40.000000,192.087553,174.339796,31.579558,-9.991027,0.000000,1.570796
0.010000,40.000000,192.402849,174.655092,31.479647,-9.991027,0.000000,1.570796
0.010000,40.000000,192.717146,174.969389,31.379737,-9.991027,-0.000000,1.570796
0.010000,40.000000,193.030444,175.282686,31.279827,-9.991027,0.000000,1.570796
0.010000,40.000000,193.342743,175.594985,31.179917,-9.991027,0.000000,1.570796
0.010000,40.000000,193.654042,175.906285,31.080006,-9.991027,-0.000000,1.570796
0.010000,40.000000,193.964343,176.216585,30.980096,-9.991027,0.000000,1.570796
0.010000,40.000000,194.273644,176.525887,30.880186,-9.991027,-0.000000,1.570796
